sciname,Genus,Species,SpeciesRefNo,Author,FBname,PicPreferredName,PicPreferredNameM,PicPreferredNameF,PicPreferredNameJ,FamCode,Subfamily,GenCode,SubGenCode,BodyShapeI,Source,AuthorRef,Remark,TaxIssue,Fresh,Brack,Saltwater,DemersPelag,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,LongevityWild,LongevityWildRef,LongevityCaptive,LongevityCapRef,Vulnerability,Length,LTypeMaxM,LengthFemale,LTypeMaxF,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Pic,PictureFemale,LarvaPic,EggPic,ImportanceRef,Importance,PriceCateg,PriceReliability,Remarks7,LandingStatistics,Landings,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,UsedforAquaculture,LifeCycle,AquacultureRef,UsedasBait,BaitRef,Aquarium,AquariumFishII,AquariumRef,GameFish,GameRef,Dangerous,DangerousRef,Electrogenic,ElectroRef,Complete,GoogleImage,Comments,Profile,PD50,Emblematic,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,SpecCode
Chirocentrus dorab,Chirocentrus,dorab,188,"(Forsskål, 1775)",Dorab wolf-herring,Chdor_u1.jpg,NA,NA,NA,45,NA,9307,NA,elongated,R,NA,NA,0,0,-1,-1,reef-associated,amphidromous,51243,NA,120,30573,NA,NA,NA,NA,NA,NA,NA,60.53,100.0,SL,36.6,SL,188,60.0,TL,NA,NA,5450,NA,NA,NA,CHDOR_U3,NA,NA,NA,4931,commercial,medium,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",NA,gillnets,NA,-1,-1,0,-1,0,-1,0,0,0,0,never/rarely,NA,NA,usually,12484,never/rarely,NA,NA,-1,9987,harmless,NA,no special ability,NA,NA,-1,"Occurs inshore, including brackish waters (Ref. 12743).  Voracious predators of small schooling fishes, e.g., herrings and anchovies (Ref. 37816).  In Australia, it was reported in water temperatures of 26.0-29.0 °C (Ref. 4959).  Feeds mainly on small fishes, but perhaps also crustaceans.  Marketed fresh, frozen or dried and salted.",NA,1.0,0,3,1992-08-07T00:00:00.000Z,2291,2015-11-09T00:00:00.000Z,3,1994-02-05T00:00:00.000Z,NA,6358
Chirocentrus nudus,Chirocentrus,nudus,188,"Swainson, 1839",Whitefin wolf-herring,Chnud_u1.jpg,NA,NA,NA,45,NA,9307,NA,elongated,R,NA,NA,0,0,0,-1,pelagic-neritic,NA,NA,0,150,30573,NA,NA,NA,NA,NA,NA,NA,52.85,100.0,SL,NA,NA,188,NA,NA,NA,NA,NA,410.0,NA,4883,CHNUD_U0,NA,NA,NA,171,highly commercial,medium,Questionable: based on ex-vessel price for species in this genus,NA,"from 10,000 to 50,000",NA,seines,NA,-1,-1,0,-1,0,-1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"An inshore pelagic species that feeds mainly on small fishes, but also crabs (Ref. 5213).  Marketed fresh or frozen.",NA,1.0,0,3,1990-10-17T00:00:00.000Z,2291,2015-11-09T00:00:00.000Z,3,1994-07-14T00:00:00.000Z,NA,1452
Etroplus maculatus,Etroplus,maculatus,6028,"(Bloch, 1795)",Orange chromide,Etmac_u1.jpg,NA,NA,NA,349,Etroplinae,78,NA,short and / or deep,O,NA,NA,0,-1,-1,0,benthopelagic,amphidromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,8.0,TL,NA,NA,4833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6028,commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,commercial,based mainly on breeding,7020,0,NA,harmless,NA,no special ability,NA,NA,-1,"Occurs in lagoons and small streams.  Enters estuaries (Ref. 4833).  Often found among marginal roots and weeds in lagoons and some dry zone tanks (now relatively rare in the latter habitat).  Feeds on fish fry, zooplankton and algae.",NA,0.625,0,1,1993-12-10T00:00:00.000Z,65,2014-01-27T00:00:00.000Z,10,1994-06-20T00:00:00.000Z,NA,8703
Opisthopterus tardoore,Opisthopterus,tardoore,188,"(Cuvier, 1829)",Tardoore,Optar_u1.jpg,NA,NA,NA,620,NA,201,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,pelagic-neritic,amphidromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.85,20.0,SL,NA,NA,12693,NA,NA,NA,NA,NA,NA,NA,NA,OPTAR_U1,NA,NA,NA,171,minor commercial,low,Very questionable: based on ex-vessel price for species in this family,NA,NA,NA,NA,NA,-1,0,0,0,0,-1,0,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Found close to shore and also entering estuaries (e.g. Aluhaluh on Barito River in Kalimantan, Indonesia).  Ascends rivers into the tidal zone (Ref. 12693).  Feeds on mysids, <i>Pseudodiaptomus</i> and copepod eggs, also prawns and other small crustaceans, bivalve eggs and larvae, amphipods and small fishes.  Spawns in late February or early March to July or August (around Karwar, India).  Used as fish meal or fertilizer (Ref. 4832).",NA,0.5156,0,3,1990-10-17T00:00:00.000Z,303,2013-07-16T00:00:00.000Z,3,1994-07-27T00:00:00.000Z,NA,1652
Dussumieria acuta,Dussumieria,acuta,188,"Valenciennes, 1847",Rainbow sardine,Duacu_u1.jpg,NA,NA,NA,683,NA,7125,NA,fusiform / normal,R,NA,NA,0,-1,-1,-1,pelagic-neritic,NA,NA,10,20,12260,NA,NA,NA,NA,NA,NA,NA,13.68,20.0,SL,NA,NA,188,15.0,TL,NA,NA,30573,NA,NA,NA,DUACU_U1,NA,NA,NA,4931,highly commercial,low,Reliable: based on ex-vessel price for this species,NA,"from 10,000 to 50,000","mainly Indonesia, Philippines",seines,NA,-1,-1,0,0,0,-1,0,0,0,-1,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,Mainly a pelagic inshore species (Ref. 68964).  Earlier studies on the habitat and biology may have equally referred to <i>D. elopsoides</i> which this species closely resembles.  Can also be caught with ringnets and dipnets.  Occurrence reportedly reaches  inland (Ref. 94476).,NA,0.752,0,3,1990-10-17T00:00:00.000Z,2291,2015-10-30T00:00:00.000Z,1,1994-03-18T00:00:00.000Z,NA,1453
Sardinella melanura,Sardinella,melanura,188,"(Cuvier, 1829)",Blacktip sardinella,Samel_u3.jpg,NA,NA,NA,43,Dorosomatinae,3475,NA,fusiform / normal,R,NA,NA,0,0,0,-1,pelagic-neritic,amphidromous,51243,0,50,188,NA,NA,NA,NA,NA,NA,NA,20.2,15.2,SL,NA,NA,54980,10.0,SL,NA,NA,188,NA,NA,NA,SAMEL_U3,NA,NA,NA,171,minor commercial,medium,Questionable: based on ex-vessel price for species in this genus,NA,,NA,seines,,0,-1,0,0,0,-1,0,0,0,0,never/rarely,,NA,usually,6822,never/rarely,,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Form schools in coastal waters (Ref. 188, 75154).  Regarded a robust and very good bait in the tuna fishery.",NA,0.5,0,3,1990-10-17T00:00:00.000Z,303,2013-07-15T00:00:00.000Z,1,1994-03-18T00:00:00.000Z,NA,1513
Dussumieria elopsoides,Dussumieria,elopsoides,188,"Bleeker, 1849",Slender rainbow sardine,Duelo_u1.jpg,NA,NA,NA,683,NA,7125,NA,fusiform / normal,R,NA,NA,0,0,0,-1,pelagic-neritic,NA,NA,0,50,188,NA,NA,NA,NA,NA,NA,NA,24.38,20.0,SL,NA,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,DUELO_U0,NA,NA,NA,4931,minor commercial,low,Reliable: based on ex-vessel price for this species,NA,"up to 1,000 tons/year",Hong Kong in area 61,seines,NA,-1,-1,0,0,0,-1,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Pelagic inshore (Ref. 68964). The habitat and biology are presumably similar to those of <i>D. acuta</i> from which this species was not distinguished in earlier studies.  Marketed fresh, may be dried or salted (Ref. 5284).",NA,0.752,0,3,1990-10-17T00:00:00.000Z,2291,2015-10-30T00:00:00.000Z,3,1994-07-14T00:00:00.000Z,NA,1454
Cynoglossus dubius,Cynoglossus,dubius,5297,"Day, 1873",Carrot tonguesole,Cydub_u0.gif,NA,NA,NA,442,Cynoglossinae,1404,NA,elongated,R,NA,NA,0,0,0,-1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.8,50.0,TL,NA,NA,2872,30.0,TL,NA,NA,2872,NA,NA,NA,CYDUB_U0,NA,NA,NA,2872,commercial,very high,Very questionable: based on ex-vessel price for species in this family,NA,NA,NA,NA,NA,0,0,0,0,0,-1,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,Inhabits sandy and muddy bottoms of the continental shelf.  Feeds mainly on bottom-living invertebrates (Ref. 2872).,NA,0.5,0,1,1994-03-30T00:00:00.000Z,65,2014-02-27T00:00:00.000Z,97,1995-09-08T00:00:00.000Z,NA,9242
Cynoglossus semilaevis,Cynoglossus,semilaevis,5297,"Günther, 1873",Tongue sole,Cysem_u0.jpg,NA,NA,NA,442,Cynoglossinae,1404,NA,short and / or deep,r,NA,NA,0,-1,-1,-1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.07,57.1,SL,NA,NA,30433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30433,NA,very high,Very questionable: based on ex-vessel price for species in this family,NA,NA,NA,trawls,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Carnivorous, feeds mainly on benthic crustaceans and fish (Ref. 30433).",NA,0.5,0,34,1996-03-20T00:00:00.000Z,113,2013-04-23T00:00:00.000Z,NA,NA,NA,17172
Elops machnata,Elops,machnata,3968,"(Forsskål, 1775)",Tenpounder,Elmac_u0.jpg,NA,NA,NA,46,NA,565,NA,elongated,R,NA,NA,0,0,-1,-1,pelagic-neritic,oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.94,118.0,FL,NA,NA,40637,50.0,SL,NA,NA,4967,10800.0,NA,40637,ELMAC_U2,NA,NA,NA,4537,commercial,unknown,NA,NA,NA,NA,NA,NA,-1,-1,0,0,-1,0,0,0,-1,-1,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Occurs in coastal waters, but enters lagoons and estuaries (Ref. 4832) [actual freshwater records remain to be confirmed].  Benthopelagic (Ref. 58302).  Young and adults feed on small fishes and crustaceans (Ref. 5213).  Probably spawn at sea, but the transparent larvae migrate to inshore areas and are often found in brackish water (Ref. 7050).  Are voracious carnivores that take fish, squid and shrimp bait (Ref. 3968).  Edible, but not tasty and full of bones (Ref. 3968).  A total length of 126 cm for this species has  been reported from Knysna, South Africa (G. Bernardt, pers. comm., e-mail:  gerard@smallstreams.com) .",NA,0.5176,0,3,1992-06-02T00:00:00.000Z,65,2014-02-27T00:00:00.000Z,113,1996-11-11T00:00:00.000Z,NA,5512
Thryssa dussumieri,Thryssa,dussumieri,9822,"(Valenciennes, 1848)",Dussumier's thryssa,Thdus_u0.jpg,NA,NA,NA,454,Coiliinae,9432,NA,elongated,R,NA,NA,0,0,-1,-1,pelagic-neritic,amphidromous,51243,0,50,189,NA,NA,NA,NA,NA,NA,NA,15.01,11.0,SL,NA,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,THDUS_U0,NA,NA,NA,171,commercial,medium,Very questionable: based on ex-vessel price for species in this family,NA,NA,"good catches in Kerala, Tamil N. (India)",NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,NA,NA,NA,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Coastal pelagic (Ref. 68964). Presumably schooling, mostly inshore and perhaps tolerating estuarine conditions.  Feeds on diatoms when young and prawn larvae, copepods and cypris when larger.  The number of museum specimens suggest that it is fairly common (but not in Bombay waters).",NA,0.5,0,3,1990-10-17T00:00:00.000Z,2291,2015-11-04T00:00:00.000Z,3,1994-07-12T00:00:00.000Z,NA,586
Ephippus orbis,Ephippus,orbis,5999,"(Bloch, 1787)",Orbfish,Eporb_u0.jpg,NA,NA,NA,340,NA,5037,NA,short and / or deep,O,NA,NA,0,0,0,-1,reef-associated,amphidromous,51243,10,30,9710,NA,NA,NA,NA,NA,NA,NA,23.14,25.0,TL,NA,NA,559,NA,NA,NA,NA,NA,NA,NA,NA,EPORB_U0,NA,NA,NA,9616,commercial,medium,Very questionable: based on ex-vessel price for species in this family,NA,NA,NA,hooks and lines,Handlines (HL),0,0,0,-1,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Inhabits shallow water, over mud bottoms.  Feeds on benthic invertebrates and fishes (Ref. 9616).",NA,0.75,0,34,1993-08-17T00:00:00.000Z,2291,2015-07-02T00:00:00.000Z,18,1994-08-11T00:00:00.000Z,NA,8243
Gerres filamentosus,Gerres,filamentosus,3409,"Cuvier, 1829",Whipfin silver-biddy,Gefil_u4.jpg,NA,NA,NA,326,NA,2344,NA,fusiform / normal,O,NA,NA,0,-1,-1,-1,demersal,amphidromous,51243,1,50,4372,NA,NA,NA,NA,NA,NA,NA,21.23,35.0,TL,NA,NA,4323,15.0,SL,NA,NA,4967,NA,NA,NA,GEFIL_U0,NA,NA,NA,3399,minor commercial,medium,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,various gears,NA,-1,-1,0,0,0,-1,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Adults are coastal inhabitants found on soft bottoms (Ref. 44894), over sandy substrate (Ref. 12693).  Juveniles are found in brackish mangrove estuaries, sometimes enter fresh water (Ref. 2847, 44894), lakes (Ref. 4323), tidal creeks (Ref. 44894) and lower freshwater reaches of rivers (Ref. 12915).  Feed on small crustaceans, polychaetes and forams on sand or muddy-sand bottoms (Ref. 12915), worms and insect larvae (Ref. 12693).   Length at first reproduction was reported to be around 12 cm SL,  for a population in a South African estuary (D. Woodland, pers.comm. 07/13).  Salted or made into fish sauce.",NA,0.5,0,3,1991-06-20T00:00:00.000Z,2,2015-05-22T00:00:00.000Z,2,1994-07-29T00:00:00.000Z,NA,4463
Pomadasys furcatus,Pomadasys,furcatus,2799,"(Bloch & Schneider, 1801)",Banded grunter,Pofur_u2.jpg,NA,NA,NA,327,Haemulinae,3076,NA,fusiform / normal,R,NA,NA,0,0,0,-1,reef-associated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.51,50.0,FL,NA,NA,3678,NA,NA,NA,NA,NA,NA,NA,NA,POFUR_U3,NA,NA,NA,3412,commercial,medium,Very questionable: based on ex-vessel price for species in this family,NA,NA,NA,various gears,NA,0,-1,0,0,0,0,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,Inhabits coastal waters and frequents sandy areas near rocks.  Flesh good but undergoes rapid softening (Ref. 2799).  Marketed fresh (Ref. 3412).,NA,0.5,0,34,1993-03-23T00:00:00.000Z,97,2003-09-04T00:00:00.000Z,113,1997-01-24T00:00:00.000Z,NA,7707
Pomadasys kaakan,Pomadasys,kaakan,2799,"(Cuvier, 1830)",Javelin grunter,Pokaa_u7.jpg,NA,NA,NA,327,Haemulinae,3076,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,reef-associated,NA,NA,NA,75,2799,NA,NA,NA,NA,NA,NA,NA,38.25,80.0,TL,NA,NA,5213,50.0,TL,NA,NA,30573,NA,NA,NA,POKAA_U2,NA,NA,NA,9137,commercial,high,Reliable: based on ex-vessel price for this species,NA,NA,NA,various gears,NA,0,-1,0,-1,0,-1,0,0,-1,0,commercial,NA,40297,never/rarely,NA,never/rarely,NA,NA,-1,2799,harmless,NA,no special ability,NA,NA,-1,"Inhabit turbid inshore waters with sandy to muddy bottoms to a depth of 75 m.  Enter estuaries, may tolerate water with low salinity.  Often associated with inshore wrecks (Ref. 4332).  Feed on crustaceans and fish (Ref. 5213, 48635).  Spawners form shoals near river mouths during the winter.  Good food fish (Ref. 2799).",NA,0.5,0,3,1992-07-11T00:00:00.000Z,1124,2003-11-07T00:00:00.000Z,113,1997-01-24T00:00:00.000Z,NA,6006
Hemiramphus lutkei,Hemiramphus,lutkei,10943,"Valenciennes, 1847",Lutke's halfbeak,Helut_u1.jpg,NA,NA,NA,475,NA,5247,NA,elongated,R,NA,NA,0,0,-1,-1,reef-associated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.89,40.0,SL,NA,NA,54980,25.0,SL,NA,NA,9843,NA,NA,NA,HELUT_U0,NA,NA,NA,559,minor commercial,medium,Questionable: based on ex-vessel price for species in this genus,NA,,NA,seines,beach seines (SB),0,-1,0,0,0,0,0,0,0,0,never/rarely,,NA,never/rarely,NA,never/rarely,,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Inhabits coastal waters rich in vegetation (Ref. 5213).  Found more offshore than other species of <i>Hemiramphus</i> in the western central Pacific; juveniles and immature individuals are relatively common far from shore, usually among floating plants (Ref. 9843).  Caught by set-net.",NA,0.5005,0,34,1993-03-23T00:00:00.000Z,65,2014-02-27T00:00:00.000Z,1,1994-03-23T00:00:00.000Z,NA,7709
Lactarius lactarius,Lactarius,lactarius,7300,"(Bloch & Schneider, 1801)",False trevally,Lalac_u1.jpg,NA,NA,NA,310,NA,10318,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,pelagic-neritic,NA,NA,15,100,30573,NA,NA,NA,NA,NA,NA,NA,20.94,40.0,TL,NA,NA,2872,30.0,TL,NA,NA,2872,NA,NA,NA,LALAC_U0,NA,NA,NA,4931,commercial,low,Reliable: based on ex-vessel price for this species,NA,"from 10,000 to 50,000",NA,seines,NA,0,-1,-1,-1,0,-1,0,0,0,0,NA,NA,NA,never/rarely,NA,NA,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,Found in coastal waters down to a depth of about 100 m (Ref. 30573) and between 15-90 m in western Indonesia (Ref. 12260).  Feeds on sand-dwelling animals (Ref. 5213).  Marketed fresh and dried salted.,NA,1.5,0,2,1990-10-17T00:00:00.000Z,949,2008-11-26T00:00:00.000Z,NA,NA,NA,363
Eubleekeria splendens,Eubleekeria,splendens,75583,"(Cuvier, 1829)",Splendid ponyfish,Lespl_u0.jpg,NA,NA,NA,318,NA,1968,NA,short and / or deep,O,NA,NA,0,0,-1,-1,demersal,amphidromous,51243,10,100,12260,NA,NA,NA,2.3,4544,NA,NA,13.46,17.0,TL,NA,NA,2045,15.0,TL,NA,NA,5450,NA,NA,NA,LESPL_U1,NA,NA,NA,3424,commercial,high,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,various gears,NA,-1,-1,0,-1,0,-1,0,0,0,0,never/rarely,NA,4961,never/rarely,4961,never/rarely,NA,4961,0,4961,harmless,4961,no special ability,NA,NA,-1,"This schooling species inhabits coastal waters.  It feeds on fish, crustaceans, foraminiferans, and bivalves (Ref. 5213).  The annotated bibliography of Leiognathidae by Pauly and Wade-Pauly (Ref. 4961) includes 172 references pertaining explicitly to <i>Leiognathus splendens</i>.",NA,0.5625,0,2,1991-06-19T00:00:00.000Z,14,2009-12-10T00:00:00.000Z,32,1993-01-11T00:00:00.000Z,NA,4454
Photopectoralis bindus,Photopectoralis,bindus,3424,"(Valenciennes, 1835)",Orangefin ponyfish,Phbin_u0.jpg,NA,NA,NA,318,NA,10831,NA,short and / or deep,O,NA,NA,0,0,-1,-1,demersal,amphidromous,51243,2,160,47581,NA,NA,NA,NA,NA,NA,NA,15.37,11.0,TL,NA,NA,3424,8.0,TL,NA,NA,3424,NA,NA,NA,LEBIN_U0,NA,NA,NA,3424,minor commercial,high,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,trawls,unspecified bottom trawls (TB),-1,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,Found over muddy sand bottoms of coastal inshore waters (Ref. 47581).  Often enters estuaries (Ref. 4833).  Forms schools.  Used in Chinese medicine (Ref. 12166).,NA,0.5625,0,2,1991-06-19T00:00:00.000Z,14,2013-04-11T00:00:00.000Z,14,1994-08-12T00:00:00.000Z,NA,4449
Lethrinus lentjan,Lethrinus,lentjan,2295,"(Lacepède, 1802)",Pink ear emperor,Lelen_u7.jpg,NA,NA,NA,328,Lethrininae,4481,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,reef-associated,non-migratory,NA,10,90,6390,NA,NA,NA,19.0,42001,NA,NA,24.93,52.0,TL,NA,NA,1020,40.0,TL,NA,NA,5450,NA,NA,NA,LELEN_U0,NA,NA,NA,171,highly commercial,very high,Very questionable: based on ex-vessel price for species in this family,NA,"from 10,000 to 50,000",Mostly by Saudi Arabia,various gears,NA,-1,-1,0,-1,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Inhabits sandy bottoms in coastal areas, deep lagoons and near coral reefs (Ref. 30573).  Juveniles and small adults commonly in loose aggregations over seagrass beds, mangrove swamps and shallow sandy areas while adults are generally solitary in deeper waters.  Feeds primarily on crustaceans and mollusks but echinoderms, polychaetes and fishes are also consumed in considerable quantities (Ref. 2295).  A protogynous hermaphrodite (Ref. 55367).",NA,0.5,0,2,1990-11-10T00:00:00.000Z,2,2013-04-15T00:00:00.000Z,2,1999-03-04T00:00:00.000Z,NA,1863
Lutjanus gibbus,Lutjanus,gibbus,55,"(Forsskål, 1775)",Humpback red snapper,Lugib_u1.jpg,NA,NA,NA,323,Lutjaninae,1202,NA,fusiform / normal,R,NA,NA,0,0,0,-1,reef-associated,NA,NA,1,150,9710,NA,NA,NA,18.0,2293,NA,NA,31.62,50.0,TL,NA,NA,55,45.0,TL,NA,NA,5450,NA,NA,NA,LUGIB_U1,NA,NA,NA,171,commercial,high,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,various gears,NA,0,-1,0,-1,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,public aquariums,based mainly on capture,13603,-1,4537,reports of ciguatera poisoning,9710,no special ability,NA,NA,-1,"Adults mainly inhabit coral reefs, sometimes forming large aggregations, which are mostly stationary during the day.  Juveniles occur in seagrass beds, also in mixed sand and coral habitats of shallow sheltered reefs (Ref. 1602).  Sub-adults commonly form very large schools that are stationary or drift slowly along slopes during the day.  Large individuals along coastal slopes at moderate depths (Ref. 48635).  Benthopelagic (Ref. 58302).  Feed on fishes, and a variety of invertebrates including shrimps, crabs, lobsters, stomatopods, cephalopods, echinoderms and ophiuroids (Ref. 55).",NA,0.5,0,2,1990-10-17T00:00:00.000Z,2,2013-03-27T00:00:00.000Z,10,1994-02-03T00:00:00.000Z,NA,265
Pristipomoides filamentosus,Pristipomoides,filamentosus,55,"(Valenciennes, 1830)",Crimson jobfish,Prfil_u4.jpg,NA,NA,NA,323,Etelinae,2976,NA,fusiform / normal,R,NA,NA,0,0,0,-1,benthopelagic,NA,NA,40,400,11888,180,270,9821,44.0,92301,NA,NA,43.22,100.0,TL,NA,NA,5484,50.0,SL,NA,NA,9821,8154.0,NA,4887,PRFIL_U2,NA,NA,NA,171,highly commercial,very high,Very questionable: based on ex-vessel price for species in this family,NA,NA,Hawaii (area 77),hooks and lines,,0,0,0,0,0,0,0,0,0,0,never/rarely,,NA,never/rarely,NA,never/rarely,,NA,-1,4887,harmless,NA,no special ability,NA,NA,-1,"Adults occur over rocky bottoms (Ref. 30573); off Guam, caught most abundantly between 180 and 270 m (Ref. 9821).  At night, they migrate vertically to the upper part of its habitat to feed (Ref. 11888).  They feed on small fishes, shrimps, crabs, amphipods, ascidians and salps.  Marketed fresh (Ref. 55).",NA,0.5005,0,2,1990-10-17T00:00:00.000Z,2,2013-03-27T00:00:00.000Z,NA,NA,NA,201
Megalops cyprinoides,Megalops,cyprinoides,3463,"(Broussonet, 1782)",Indo-Pacific tarpon,Mecyp_u2.jpg,NA,NA,NA,47,NA,5018,NA,fusiform / normal,O,NA,NA,0,-1,-1,-1,benthopelagic,amphidromous,NA,50,NA,2847,NA,NA,NA,44.0,72487,NA,NA,66.98,150.0,TL,NA,NA,1479,30.0,SL,45.5,SL,7017,18e3,NA,13337,MECYP_U2,NA,NA,NA,3463,minor commercial,low,Reliable: based on ex-vessel price for this species,NA,"up to 1,000 tons/year",NA,gillnets,,-1,-1,0,0,0,-1,0,0,-1,0,commercial,,7050,never/rarely,NA,never/rarely,,6028,-1,10982,harmless,NA,no special ability,NA,NA,-1,"Adults are generally found at sea, but young inhabit river mouths, inner bays, and mangrove forests.  In freshwater, they occur in rivers, lagoons, lakes, and swampy backwaters (Ref. 2847, 44894).  Tolerate a wide pH range (5.2-9.1) (Ref. 44894) and salinities from 0 to 100.  Mainly diurnal (Ref. 7017).  Predaceous, feeding mainly on fishes and crustaceans (Ref. 5213).  Breed offshore, possibly throughout the year.  Larvae are transparent and resemble larval eels (Ref. 13337), but with a forked tail (Ref. 167).  Juveniles commonly enter freshwater (Ref. 44894, 48635) in clear or turbid water (Ref. 44894).  Known to breath air, rising regularly to the surface to do so.  Cultured in ponds, the fry being sourced from the coasts (Ref. 7050).  Popular angling fish (Ref. 3969).  Edible but not esteemed (Ref. 3969).",NA,1.002,0,2,1990-10-17T00:00:00.000Z,2291,2015-07-13T00:00:00.000Z,126,1995-10-03T00:00:00.000Z,NA,227
Moolgarda cunnesius,Moolgarda,cunnesius,2830,"(Valenciennes, 1836)",Longarm mullet,Vacun_u0.jpg,NA,NA,NA,359,NA,10445,NA,fusiform / normal,O,NA,"<i>Mugil amarulus</i> Valenciennes, 1936, <i>Mugil kelaartii</i> Günther, 1861, and <i>Mugil longimanus</i> Günther, 1861 are synonyms of <i>Moolgarda perusii</i> (Valenciennes, 1836) according to Eschmeyer (CofF ver Jan. 2013: Ref. 92887).",1,-1,-1,-1,demersal,catadromous,26213,0,3,86942,NA,NA,NA,NA,NA,NA,NA,29.77,41.0,TL,NA,NA,30573,25.0,TL,NA,NA,30573,NA,NA,NA,VACUN_U1,NA,NA,NA,4833,commercial,medium,Very questionable: based on ex-vessel price for species in this family,NA,NA,NA,various gears,NA,-1,-1,-1,0,0,-1,0,0,0,0,never/rarely,NA,NA,usually,12484,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Occur in shallow coastal waters, including estuaries and backwaters, frequently enters freshwater.  Form larger aggregations during spawning which takes place at sea.  Young individuals enter tidal rivers.  Feed on organic matter contained in sand and mud (Ref. 30573).  Oviparous, eggs are pelagic and non-adhesive (Ref. 205).  Marketed fresh and salted.  Decays rapidly, but well liked when fresh.",NA,0.5312,0,3,1991-11-04T00:00:00.000Z,2291,2015-04-14T00:00:00.000Z,303,2013-01-23T00:00:00.000Z,NA,4700
